Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MKT,4450,1,Macromarketing,44%,48%,4%,0%,0%,4%,0%,0%,"Kilbourne, William E",
MKT,4500,1,Strategic Mktg Mgt,32%,68%,0%,0%,0%,0%,0%,0%,"Raymond, Mary Anne",
MKT,4500,2,Strategic Mktg Mgt,27%,62%,12%,0%,0%,0%,0%,0%,"Hopkins, Christopher",
MKT,4500,3,Strategic Mktg Mgt,42%,58%,0%,0%,0%,0%,0%,0%,"Bennett, Delancy H S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 71 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MKT,4500,4,Strategic Mktg Mgt,20%,64%,16%,0%,0%,0%,0%,0%,"Hopkins, Christopher",
MKT,4950,1,Selected Topics,17%,58%,17%,0%,0%,0%,0%,8%,"Weathers, Peter D",
MKT,8620,1,Quant Methods in Mkt,56%,44%,0%,0%,0%,0%,0%,0%,"Weathers, Peter D",
MKT,8650,1,Seminar in Mkt Mgmt,25%,75%,0%,0%,0%,0%,0%,0%,"Dorsch, Michael J",
MKT,8660,1,Professional Selling,64%,36%,0%,0%,0%,0%,0%,0%,"Mullins, Ryan R",
ML,1020,1,Leadership Fund II,88%,13%,0%,0%,0%,0%,0%,0%,"Rozetar, Robert W",
ML,1020,2,Leadership Fund II,82%,9%,0%,0%,5%,0%,0%,5%,"Rozetar, Robert W",
ML,2020,2,Leadership Dev II,83%,11%,0%,0%,0%,0%,0%,6%,"Crawford, Charles Co",
ML,3020,2,Adv Leadership II,73%,27%,0%,0%,0%,0%,0%,0%,"Norris, Kelly Rodric",
ML,4020,1,Org Leadership II,60%,40%,0%,0%,0%,0%,0%,0%,"Mullinax, James D",
ML,4020,3,Org Leadership II,70%,30%,0%,0%,0%,0%,0%,0%,"Mullinax, James D",
MSE,2100,1,Intro to Mat Science,40%,27%,19%,6%,6%,0%,0%,3%,"Kennedy, Marian S",
MSE,2100,2,Intro to Mat Science,50%,24%,13%,4%,1%,0%,0%,8%,"Skaar, Eric C",
MSE,2100,3,Intro to Mat Science,22%,34%,22%,11%,9%,0%,0%,2%,"Martin, Julie Patric",
MSE,2500,1,Polymer & Fiber Materials I,68%,32%,0%,0%,0%,0%,0%,0%,"Lickfield, Deborah K",
MSE,2500,2,Polymer & Fiber Materials I,72%,28%,0%,0%,0%,0%,0%,0%,"Lickfield, Deborah K",
MSE,3260,1,Thermo of Materials,19%,32%,27%,15%,3%,0%,0%,3%,"Lickfield, Gary C",
MSE,3280,1,Phase Diagrams,54%,46%,0%,0%,0%,0%,0%,0%,"Skaar, Eric C",
MSE,3610,1,Proc of Metals & Com,55%,45%,0%,0%,0%,0%,0%,0%,"Kennedy, Marian S",
MSE,4160,1,Electronic Materials,32%,63%,5%,0%,0%,0%,0%,0%,"Brinkman, Kyle S",
MSE,4220,1,Mech Behavior of Mat,35%,54%,11%,0%,0%,0%,0%,0%,"Blouin, Vincent Yves",
MSE,4240,1,Optical Materials,23%,38%,38%,0%,0%,0%,0%,0%,"Jacobsohn, Luiz Gust",
MSE,4330,1,Comb Sys & Env Emiss,82%,18%,0%,0%,0%,0%,0%,0%,"Brosnan, Denis A",
MSE,4560,1,Polymer & Fiber Materials II,27%,46%,27%,0%,0%,0%,0%,0%,"Lickfield, Gary C",
MSE,4590,1,Color Science Lab,82%,9%,0%,0%,9%,0%,0%,0%,"Brown, Philip J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 72 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MSE,8280,1,Phase Transformation,71%,29%,0%,0%,0%,0%,0%,0%,"Peng, Fei",
MUSC,1110,7,Beginning Class Guitar,80%,10%,0%,10%,0%,0%,0%,0%,"Stevenson, David E",
MUSC,1110,9,Beginning Class Guitar,83%,17%,0%,0%,0%,0%,0%,0%,"Stevenson, David E",
MUSC,1420,1,Music Theory I,58%,17%,0%,0%,8%,0%,0%,17%,"Conley, David A.",
MUSC,1430,1,Aural Skills I,67%,17%,0%,0%,0%,0%,0%,17%,"Conley, David A.",
MUSC,1510,15,Applied Music - Piano,87%,13%,0%,0%,0%,0%,0%,0%,"Goodloe, Cindy Roden",
MUSC,1800,1,Intro to Music Tech,36%,36%,18%,0%,0%,0%,0%,9%,"Altstatt, Hamilton S",
MUSC,2100,1,Music in West World,72%,22%,3%,0%,3%,0%,0%,0%,"Lapin, Eric J",
MUSC,2100,2,Music in West World,56%,25%,6%,3%,0%,0%,0%,9%,"Odom, Lisa Sain",
MUSC,2100,3,Music in West World,74%,19%,6%,0%,0%,0%,0%,0%,"Lapin, Eric J",
MUSC,2100,4,Music in West World,47%,31%,19%,0%,0%,0%,0%,3%,"Li-Bleuel, Linda L",
MUSC,2100,5,Music in West World,61%,26%,6%,0%,0%,0%,0%,6%,"Jacobus, Rhea Beth",
MUSC,2100,6,Music in West World,77%,16%,0%,0%,0%,0%,0%,6%,"Jacobus, Rhea Beth",
MUSC,2100,7,Music in West World,75%,22%,0%,0%,0%,0%,0%,3%,"Jacobus, Rhea Beth",
MUSC,2100,12,Music in West World,55%,35%,6%,0%,0%,0%,0%,3%,"Kibler, Lea F",
MUSC,2100,13,Music in West World,63%,25%,13%,0%,0%,0%,0%,0%,"Dzuris, Linda",
MUSC,3110,1,History of American Music,50%,34%,9%,3%,0%,0%,0%,3%,"Hosler, Ned M",
MUSC,3120,1,History of Jazz,44%,28%,22%,6%,0%,0%,0%,0%,"Lapin, Eric J",
MUSC,3170,1,Hist of Country Mus,75%,22%,0%,0%,0%,0%,0%,3%,"Hosler, Ned M",
MUSC,3310,1,Pep Band - Men,95%,5%,0%,0%,0%,0%,0%,0%,"Hurlburt, Timothy Ra",
MUSC,3690,1,Symphony Orchestra,91%,7%,0%,0%,0%,0%,0%,2%,"Levin, Andrew R",H
MUSC,4160,1,Mus Hist Since 1750,35%,9%,30%,0%,17%,0%,0%,9%,"Li-Bleuel, Linda L",
MUSC,4300,1,Conducting,30%,30%,20%,0%,20%,0%,0%,0%,"Durham, Justin W",
NPL,3010,2,NPL Stakeholders,52%,38%,10%,0%,0%,0%,0%,0%,"Lamb, Tracy Diane",
NURS,3030,1,Nursing of Adults,35%,57%,6%,2%,0%,0%,0%,0%,"Ravan, Leslie Anne M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 73 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
NURS,3030,400,Nursing of Adults,67%,33%,0%,0%,0%,0%,0%,0%,"Taylor, Wanda Leigh",
NURS,3040,1,Pathophysiology,33%,58%,3%,6%,0%,0%,0%,0%,"Murton, Catherine Si",
NURS,3040,401,Pathophysiology for RN,71%,29%,0%,0%,0%,0%,0%,0%,"Hassen, Elizabeth Ca",
NURS,3100,1,Health Assessment,64%,31%,6%,0%,0%,0%,0%,0%,"Willoughby, Deborah",
NURS,3120,1,Foundations of Nurs,56%,44%,0%,0%,0%,0%,0%,0%,"Pye, Angela K",
NURS,3190,400,Health Assessment for RNs,92%,8%,0%,0%,0%,0%,0%,0%,"Smith, Kelly Jordan",
NURS,3200,1,Prof in Nurs,96%,4%,0%,0%,0%,0%,0%,0%,"Steck, Mary B",
NURS,3400,1,Pharmther Nursing,37%,59%,2%,2%,0%,0%,0%,0%,"Murton, Catherine Si",
NURS,4010,1,Mental Health Nurs,84%,16%,0%,0%,0%,0%,0%,0%,"Garrard, Lindsey Reb",
NURS,4030,1,Complex Nursing of Adults,87%,13%,0%,0%,0%,0%,0%,0%,"Whitcomb, John Josep",
NURS,4110,1,Nursing of Children,38%,59%,3%,0%,0%,0%,0%,0%,"Temples, Heide S.",
NURS,4120,1,Nurs Women and Fam,78%,19%,3%,0%,0%,0%,0%,0%,"Miller, Lisa B",
NURS,4250,400,Community Nursing,91%,6%,3%,0%,0%,0%,0%,0%,"Amerson, Roxanne",
NURS,8080,400,Nurs Res Stat Analys,71%,20%,9%,0%,0%,0%,0%,0%,"Parker, Veronica G",
NURS,8190,400,Developing Family,82%,18%,0%,0%,0%,0%,0%,0%,"Watt, Paula J",
NURS,8200,400,Child & Adol Nursing,47%,47%,6%,0%,0%,0%,0%,0%,"Temples, Heide S.",
NURS,8210,400,Adult Nursing,69%,29%,3%,0%,0%,0%,0%,0%,"Fasolino, Tracy King",
NURS,8850,400,Mental Health in Primary Care,80%,20%,0%,0%,0%,0%,0%,0%,"Garrard, Lindsey Reb",
NUTR,2030,1,Intro Princ of Human Nutrition,44%,39%,12%,1%,0%,0%,0%,3%,"Hutcheon, Deborah An",
NUTR,2040,1,Nutrition Across Life Cycle,40%,42%,11%,7%,0%,0%,0%,0%,"Hutcheon, Deborah An",
NUTR,4250,1,Medica Nutr Thera II,55%,39%,4%,0%,2%,0%,0%,0%,"Haley-Zitlin, Vivian",
NUTR,4260,1,Community Nutrition,49%,45%,6%,0%,0%,0%,0%,0%,"Haliena, Rita M",
NUTR,4550,1,Nutr Metabolism,36%,38%,12%,8%,0%,0%,0%,6%,"Jesch, Elliot D",
PA,2800,1,Perf Arts Pract II,35%,29%,6%,0%,12%,0%,0%,18%,"Moore, Kenneth W",
PA,4010,1,Capstone Project,64%,18%,18%,0%,0%,0%,0%,0%,"Penna, Anthony M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 74 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PADM,8220,400,Public Policy Process,77%,8%,0%,0%,8%,0%,0%,8%,"Mellott, Mark Daniel",
PADM,8410,400,Public Data Analysis,17%,75%,0%,0%,8%,0%,0%,0%,"Chrestman, Ronald E",
PADM,8410,401,Public Data Analysis,33%,56%,0%,0%,0%,0%,0%,11%,"Chrestman, Ronald E",
PADM,8500,400,Homeland Security Fundamentals,44%,22%,0%,0%,11%,0%,0%,22%,"Cook, David Leigh",
PADM,8650,400,Leadership in the Nonprft Sect,67%,0%,0%,0%,11%,0%,0%,22%,"Nichols, Renee Salic",
PES,2020,1,Soils,27%,35%,27%,6%,4%,0%,0%,0%,"Park, Dara Michelle",
PES,4330,1,Landscape & Turf Weed Mgt,14%,64%,14%,0%,0%,0%,0%,7%,"Whitwell, Ted",
PES,4520,1,Soil Fertility and Management,29%,57%,0%,0%,7%,0%,0%,7%,"Liu, Haibo",
PES,6520,1,Soil Fertility and Management,60%,20%,20%,0%,0%,0%,0%,0%,"Liu, Haibo",
PHIL,1010,1,Intro to Phil Prob,50%,26%,15%,0%,3%,0%,0%,6%,"Grau, Christopher M",
PHIL,1010,2,Intro to Phil Prob,57%,23%,11%,0%,6%,0%,0%,3%,"Stegall, David L",
PHIL,1010,3,Intro to Phil Prob,74%,11%,11%,0%,0%,0%,0%,3%,"Stegall, David L",
PHIL,1020,1,Intro to Logic,58%,17%,6%,17%,0%,0%,0%,3%,"Hannen, Michael Hal",
PHIL,1020,2,Intro to Logic,83%,9%,0%,9%,0%,0%,0%,0%,"Hannen, Michael Hal",
PHIL,1020,3,Intro to Logic,68%,29%,0%,0%,0%,0%,0%,3%,"Moss, Gregory Scott",
PHIL,1020,4,Intro to Logic,63%,29%,6%,3%,0%,0%,0%,0%,"Moss, Gregory Scott",
PHIL,1020,5,Intro to Logic,59%,38%,3%,0%,0%,0%,0%,0%,"Moss, Gregory Scott",
PHIL,1020,6,Intro to Logic,57%,37%,3%,3%,0%,0%,0%,0%,"Smith, Kelly C",
PHIL,1030,1,Intro to Ethics (HON),83%,17%,0%,0%,0%,0%,0%,0%,"Satris, Stephen A",H
PHIL,1030,2,Intro to Ethics,59%,35%,0%,0%,3%,0%,0%,3%,"Hannen, Michael Hal",
PHIL,1030,3,Intro to Ethics,65%,29%,3%,0%,0%,0%,0%,3%,"Lake, Ryan N.",
PHIL,1030,4,Intro to Ethics,46%,40%,9%,0%,3%,0%,0%,3%,"Lake, Ryan N.",
PHIL,1030,5,Intro to Ethics,35%,56%,6%,0%,0%,0%,0%,3%,"Lake, Ryan N.",
PHIL,1030,6,Intro to Ethics,44%,35%,15%,0%,3%,0%,0%,3%,"Satris, Stephen A",
PHIL,3030,1,Phil of Religion,34%,57%,3%,0%,0%,0%,0%,6%,"Moss, Gregory Scott",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 75 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHIL,3140,1,Comp East West Phil,32%,26%,26%,0%,5%,0%,0%,11%,"An, Yanming",
PHIL,3150,1,Ancient Philosophy,28%,31%,21%,3%,3%,0%,0%,14%,"Ingle, Jennifer F",
PHIL,3160,1,Mod Phil,61%,33%,6%,0%,0%,0%,0%,0%,"Hannen, Michael Hal",
PHIL,3260,1,Science and Values,40%,49%,0%,0%,6%,0%,0%,6%,"Garnar, Andrew W",
PHIL,3260,2,Science and Values,40%,51%,3%,3%,0%,0%,0%,3%,"Garnar, Andrew W",
PHIL,3260,3,Science and Values,46%,43%,9%,0%,0%,0%,0%,3%,"Garnar, Andrew W",
PHIL,3330,1,Metaphysics,91%,4%,0%,0%,4%,0%,0%,0%,"Stegall, David L",
PHIL,3430,1,Phil of Law,82%,12%,0%,0%,3%,0%,0%,3%,"Stegall, David L",
PHIL,3440,1,Business Ethics,13%,56%,18%,3%,0%,0%,0%,10%,"Perpich, Diane",
PHIL,3450,1,Environmental Ethics,39%,50%,8%,0%,3%,0%,0%,0%,"Ingle, Jennifer F",
PHIL,3510,1,Phil of Emotion,21%,39%,21%,4%,4%,0%,0%,11%,"Starkey, Charles",
PHIL,3550,1,Phil Mind & Cog Sci,75%,17%,0%,0%,8%,0%,0%,0%,"Lake, Ryan N.",
PHSC,1170,1,Intro Chem & Earth,82%,17%,2%,0%,0%,0%,0%,0%,"Nammouz, Minory",
PHYS,1220,1,Physics With Cal I,16%,38%,24%,8%,10%,0%,0%,4%,"The, Lih-sin",
PHYS,1220,2,Physics With Cal I,24%,40%,24%,5%,2%,0%,0%,3%,"The, Lih-sin",
PHYS,1220,3,Physics With Cal I,28%,41%,21%,5%,2%,0%,0%,3%,"The, Lih-sin",
PHYS,1220,4,Physics With Cal I,34%,35%,18%,5%,3%,0%,0%,5%,"Podila, Ramakrishna",
PHYS,1220,5,Physics With Cal I,21%,42%,27%,5%,3%,0%,0%,2%,"Leising, Mark D",
PHYS,1220,8,Physics With Cal I (HON),47%,41%,12%,0%,0%,0%,0%,0%,"Marler, Joan P",H
PHYS,1240,1,Physics Lab I,44%,50%,6%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,2,Physics Lab I,47%,53%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,3,Physics Lab I,18%,71%,0%,0%,0%,0%,0%,12%,"Hester, Jerry D",
PHYS,1240,4,Physics Lab I,44%,50%,0%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,5,Physics Lab I,65%,18%,12%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,6,Physics Lab I,61%,39%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 76 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,1240,7,Physics Lab I,40%,53%,0%,7%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,8,Physics Lab I,25%,50%,13%,0%,0%,0%,0%,13%,"Hester, Jerry D",
PHYS,1240,9,Physics Lab I,88%,12%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,10,Physics Lab I,28%,72%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,11,Physics Lab I,31%,69%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,12,Physics Lab I,17%,72%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,13,Physics Lab I,61%,39%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,14,Physics Lab I,19%,81%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,15,Physics Lab I,17%,83%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,16,Physics Lab I,6%,89%,6%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,17,Physics Lab I,22%,67%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,18,Physics Lab I,17%,61%,11%,0%,0%,0%,0%,11%,"Hester, Jerry D",
PHYS,1240,19,Physics Lab I,33%,67%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,20,Physics Lab I,33%,44%,17%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,21,Physics Lab I,22%,78%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,22,Physics Lab I,44%,31%,13%,0%,0%,0%,0%,13%,"Hester, Jerry D",
PHYS,1240,23,Physics Lab I,41%,47%,6%,0%,6%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,24,Physics Lab I,28%,61%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,25,Physics Lab I,31%,44%,19%,0%,6%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,26,Physics Lab I,33%,56%,11%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,27,Physics Lab I,19%,69%,0%,6%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,28,Physics Lab I,43%,43%,0%,0%,0%,0%,0%,14%,"Hester, Jerry D",
PHYS,1240,29,Physics Lab I,12%,88%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2000,1,Introductory Physics,46%,39%,7%,7%,0%,0%,0%,2%,"Brittain, Sean D",
PHYS,2070,1,General Physics I,36%,36%,15%,8%,3%,0%,0%,3%,"Puneet, Pooja",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 77 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,2080,1,General Physics II,46%,35%,11%,3%,2%,0%,0%,2%,"Pope, Amy Liann",
PHYS,2080,2,General Physics II,64%,29%,4%,1%,0%,0%,0%,1%,"Pope, Amy Liann",
PHYS,2090,1,Gen Phys Lab I,46%,46%,8%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,2,Gen Phys Lab I,36%,50%,5%,0%,5%,0%,0%,5%,"Hester, Jerry D",
PHYS,2090,3,Gen Phys Lab I,70%,13%,9%,0%,4%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,4,Gen Phys Lab I,33%,58%,0%,0%,0%,0%,0%,8%,"Hester, Jerry D",
PHYS,2090,5,Gen Phys Lab I,42%,50%,4%,0%,4%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,6,Gen Phys Lab I,17%,75%,0%,0%,4%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,7,Gen Phys Lab I,25%,63%,13%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,8,Gen Phys Lab I,79%,21%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,9,Gen Phys Lab I,50%,29%,13%,8%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,10,Gen Phys Lab I,33%,63%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,1,Gen Phys Lab II,75%,25%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,2,Gen Phys Lab II,38%,63%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,3,Gen Phys Lab II,50%,50%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,4,Gen Phys Lab II,41%,59%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,5,Gen Phys Lab II,88%,8%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,6,Gen Phys Lab II,63%,38%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,7,Gen Phys Lab II,21%,79%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,8,Gen Phys Lab II,83%,17%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,9,Gen Phys Lab II,63%,33%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,10,Gen Phys Lab II,75%,21%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2100,11,Gen Phys Lab II,50%,45%,5%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,12,Gen Phys Lab II,78%,17%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,13,Gen Phys Lab II,43%,57%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 78 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,2100,14,Gen Phys Lab II,14%,55%,14%,0%,5%,0%,0%,14%,"Hester, Jerry D",
PHYS,2100,15,Gen Phys Lab II,50%,33%,17%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,16,Gen Phys Lab II,10%,50%,30%,5%,0%,0%,0%,5%,"Hester, Jerry D",
PHYS,2100,17,Gen Phys Lab II,29%,59%,6%,0%,6%,0%,0%,0%,"Hester, Jerry D",
PHYS,2210,1,Physics With Cal II,32%,34%,21%,6%,3%,0%,0%,3%,"Brown, Jason Stratfo",
PHYS,2210,2,Physics With Cal II,22%,38%,20%,8%,8%,0%,0%,3%,"Brown, Jason Stratfo",
PHYS,2210,3,Physics With Cal II,40%,40%,20%,0%,0%,0%,0%,0%,"Daw, Murray S",
PHYS,2220,1,Phys With Cal III,38%,44%,13%,0%,0%,0%,0%,6%,"He, Jian",
PHYS,2230,1,Physics Lab II,44%,56%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,2,Physics Lab II,44%,39%,6%,6%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,3,Physics Lab II,71%,29%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,4,Physics Lab II,44%,44%,11%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,5,Physics Lab II,35%,59%,6%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,6,Physics Lab II,36%,50%,0%,0%,7%,0%,0%,7%,"Hester, Jerry D",
PHYS,2230,7,Physics Lab II,25%,63%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,8,Physics Lab II,18%,71%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,9,Physics Lab II,25%,50%,17%,8%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2240,1,Physics Lab III,63%,38%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2400,1,Phys of Weather,30%,30%,18%,5%,5%,0%,0%,13%,"Larsen, Miguel F",
PHYS,3110,1,Methods Theor Phys,64%,9%,0%,18%,9%,0%,0%,0%,"Kang, Hye Jung",
PHYS,3260,1,Exper Physics II,29%,59%,12%,0%,0%,0%,0%,0%,"Sosolik, Chad E",
PHYS,3560,1,Modern Physics,64%,27%,0%,0%,0%,0%,0%,9%,"Sosolik, Chad E",
PHYS,4560,1,Quantum Physics II,0%,50%,50%,0%,0%,0%,0%,0%,"Valentini, Antony",
PHYS,4650,1,Thermo and Stat Mech,21%,36%,14%,21%,0%,0%,0%,7%,"Oberheide, Jens",
PHYS,8150,1,Statistical Therm I,70%,30%,0%,0%,0%,0%,0%,0%,"Hartmann, Dieter H",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 79 of 93,
Grades Report for 201501,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,8410,1,Electrodynamics I,58%,42%,0%,0%,0%,0%,0%,0%,"Meyer, Bradley S",
PHYS,9520,1,Quantum Mech II,40%,60%,0%,0%,0%,0%,0%,0%,"Marinescu, Domnita C",
PKSC,1020,1,Intro to Pkg Sci,14%,39%,31%,7%,6%,0%,0%,3%,"Batt, Heather P",
PKSC,2010,1,Pkg Perishable Prod,15%,42%,23%,12%,7%,0%,0%,1%,"Batt, Heather P",
PKSC,2020,1,Packaging Mtl & Mfg,81%,3%,10%,0%,6%,0%,0%,0%,"Moore, Robert Truett",
PKSC,2040,1,Container Systems,74%,19%,7%,0%,0%,0%,0%,0%,"Moore, Robert Truett",
PKSC,2060,1,Container Sys Lab,74%,17%,9%,0%,0%,0%,0%,0%,"Moore, Robert Truett",
PKSC,2060,2,Container Sys Lab,65%,30%,5%,0%,0%,0%,0%,0%,"Moore, Robert Truett",
PKSC,2060,3,Container Sys Lab,67%,33%,0%,0%,0%,0%,0%,0%,"Moore, Robert Truett",
PKSC,2200,1,Product & Pkg Design,75%,21%,0%,0%,4%,0%,0%,0%,"Snyder, William Aaro",
PKSC,3200,1,Pkg Design Theory,73%,23%,5%,0%,0%,0%,0%,0%,"Hurley, Rupert A",
