Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 50 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
FIN,3060,5,Corporation Finance,37%,37%,19%,6%,0%,0%,0%,2%,"Waller, Neil G",
FIN,3060,6,Corporation Finance,12%,24%,32%,15%,10%,0%,0%,7%,"Harris, John M",
FIN,3060,7,Corporation Finance,24%,53%,12%,4%,2%,0%,0%,6%,"Waller, Neil G",
FIN,3060,8,Corporation Finance,7%,12%,27%,15%,20%,0%,0%,20%,"Johnson, William Hol",
FIN,3060,9,Corporation Finance,19%,21%,13%,12%,12%,0%,0%,23%,"Johnson, William Hol",
FIN,3060,10,Corporation Finance,22%,15%,22%,11%,17%,0%,0%,13%,"Johnson, William Hol",
FIN,3070,1,Prin of Real Estate,32%,14%,25%,18%,7%,0%,0%,5%,"Springer, Thomas M",
FIN,3070,2,Prin of Real Estate,16%,36%,27%,14%,2%,0%,0%,5%,"Springer, Thomas M",
FIN,3080,1,Fin Inst & Mkts,11%,32%,25%,21%,7%,0%,0%,4%,"Chernykh, Lyudmila A",
FIN,3080,2,Fin Inst & Mkts,9%,26%,35%,19%,2%,0%,0%,9%,"Spivey, Michael F",
FIN,3080,3,Fin Inst & Mkts,12%,40%,30%,12%,2%,0%,0%,5%,"Spivey, Michael F",
FIN,3110,1,Financial Management I,5%,34%,26%,21%,5%,0%,0%,8%,"Franklin, Ramon Tolb",
FIN,3110,2,Financial Management I,13%,13%,31%,19%,6%,0%,0%,19%,"Wolf, Jack G.",
FIN,3110,3,Financial Management I,34%,12%,17%,20%,10%,0%,0%,7%,"Xie, Fei",
FIN,3110,4,Financial Management I,13%,34%,21%,11%,11%,0%,0%,11%,"Xie, Fei",
FIN,3120,1,Financial Mgt II,13%,51%,23%,8%,0%,0%,0%,5%,"Chernykh, Lyudmila A",
FIN,3120,2,Financial Mgt II,50%,28%,15%,3%,5%,0%,0%,0%,"Stith, Melvin T",
FIN,3120,3,Financial Mgt II,59%,21%,18%,3%,0%,0%,0%,0%,"Stith, Melvin T",
FIN,3120,4,Financial Mgt II,39%,29%,16%,3%,8%,0%,0%,5%,"Stith, Melvin T",
FIN,4020,1,Adv Corp Finance,22%,44%,22%,10%,0%,0%,0%,2%,"Morgan, Angela G.",
FIN,4020,3,Adv Corp Finance,22%,27%,29%,11%,4%,0%,0%,7%,"Morgan, Angela G.",
FIN,4050,1,Port Mgt and Theory,17%,11%,34%,14%,6%,6%,0%,11%,"Alexander, John C",
FIN,4060,1,Derivatives Analysis,24%,12%,16%,24%,4%,8%,0%,12%,"Lockhart, George Bra",
FIN,4110,1,Int Fin Mgt,18%,45%,30%,2%,2%,0%,0%,2%,"Harris, John M",
FIN,4170,1,Real Estate Finance,14%,29%,21%,29%,0%,0%,0%,7%,"Waller, Neil G",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 51 of 103,
Grades Report for 201308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,,A,B,C,D,F,P,F(P),W,Instructor,Honor
FNR,2040,1,Soil Information Systems,,72%,23%,3%,0%,0%,0%,0%,1%,"Mikhailova, Elena",
FNR,4700,4,Techniques &,Bat Conservation,38%,63%,0%,0%,0%,0%,0%,0%,"Davis, James R",
FNR,4990,1,Natural Resources Seminar,,53%,11%,5%,5%,21%,0%,0%,5%,"Hagan, Donald L",
FOR,2050,1,Dendrology,,37%,33%,14%,7%,7%,0%,0%,2%,"Hagan, Donald L",
FOR,2050,2,Dendrology,,31%,23%,29%,3%,9%,0%,0%,6%,"Hagan, Donald L",
FOR,2050,4,Dendrology,,36%,24%,16%,8%,8%,0%,0%,8%,"Hagan, Donald L",
FOR,2210,1,Forest Biology,,43%,40%,12%,1%,3%,0%,0%,1%,"Wells, Christina E.",
FOR,3020,1,Forest Biometrics,,29%,43%,29%,0%,0%,0%,0%,0%,"Gering, Lawrence R",
FOR,3040,1,Forest Res Econ,,33%,33%,17%,17%,0%,0%,0%,0%,"Cushing, Tamara Lee",
FOR,3410,1,Wood Procure Pract,,86%,14%,0%,0%,0%,0%,0%,0%,"Layton, Patricia A",
FOR,4100,1,Harvesting Processes,,28%,72%,0%,0%,0%,0%,0%,0%,"Greene, Walter D",
FOR,4130,1,Int Forest Pest Mgmt,,47%,41%,6%,6%,0%,0%,0%,0%,"Bellinger, Robert G",
FOR,4160,1,For Pol and Adm,,34%,34%,30%,2%,0%,0%,0%,0%,"Straka, Thomas J",
FOR,4170,1,For Res Mgt and Reg,,36%,9%,36%,9%,5%,0%,0%,5%,"Cushing, Tamara Lee",
FOR,4310,1,Mgt for Recreation,,81%,19%,0%,0%,0%,0%,0%,0%,"Powell, Robert Baxte",
FOR,4340,1,GIS for Landscape Planning,,66%,27%,2%,0%,0%,0%,0%,5%,"Post, Christopher J.",
FOR,4930,200,Wildland and Prescribed Fire,,65%,15%,0%,0%,0%,0%,0%,21%,"Hagan, Donald L",
FOR,6340,1,GIS for Landscape Planning,,73%,9%,0%,0%,0%,0%,0%,18%,"Post, Christopher J.",
FR,1010,1,Elementary French,,75%,25%,0%,0%,0%,0%,0%,0%,"Killey, Julian Hamil",
FR,1010,2,Elementary French,,50%,33%,17%,0%,0%,0%,0%,0%,"Killey, Julian Hamil",
FR,1020,1,Elementary French,,65%,35%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn Grif",
FR,1020,2,Elementary French,,32%,53%,11%,0%,0%,0%,0%,5%,"Sawyer, Amy Lyn Grif",
FR,1020,3,Elementary French,,40%,40%,10%,10%,0%,0%,0%,0%,"Killey, Julian Hamil",
FR,2010,1,Intermediate French,,63%,26%,5%,0%,0%,0%,0%,5%,"Sawyer, Amy Lyn Grif",
FR,2010,2,Intermediate French,,85%,15%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn Grif",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,,Page 52 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
FR,2010,3,Intermediate French,27%,67%,0%,0%,0%,0%,0%,7%,"Widgren, Kenneth Dav",
FR,2010,4,Intermediate French,63%,19%,6%,0%,0%,0%,0%,13%,"Killey, Julian Hamil",
FR,2020,1,Intermediate French,54%,38%,8%,0%,0%,0%,0%,0%,"Mai, Joseph H",
FR,2020,2,Intermediate French,47%,41%,12%,0%,0%,0%,0%,0%,"Peebles, Kelly Digby",
FR,2020,3,Intermediate French,23%,46%,31%,0%,0%,0%,0%,0%,"Widgren, Kenneth Dav",
FR,2020,4,Intermediate French,21%,64%,14%,0%,0%,0%,0%,0%,"Widgren, Kenneth Dav",
FR,3040,1,French Short Story,60%,13%,7%,7%,0%,0%,0%,13%,"Szmurlo, Karyna M",
FR,3050,1,Int Fr Con & Comp I,68%,32%,0%,0%,0%,0%,0%,0%,"Mai, Joseph H",
FR,3070,1,French Civilization,64%,0%,27%,0%,0%,0%,0%,9%,"Peebles, Kelly Digby",
FR,3120,1,Writing in French I,50%,30%,10%,0%,0%,0%,0%,10%,"Szmurlo, Karyna M",
FR,4160,1,Fr for Intl Trade II,42%,58%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth Dav",
GC,1010,1,Orientation to G C,75%,19%,2%,3%,0%,0%,0%,2%,"Cox, Kern T",
GC,1010,2,Orientation to G C,76%,20%,2%,0%,0%,0%,0%,2%,"Edlein, Rebecca Suza",
GC,1020,1,Comp Art & Cad Found,53%,47%,0%,0%,0%,0%,0%,0%,"Jones, Carol D",
GC,1020,2,Comp Art & Cad Found,73%,24%,0%,0%,3%,0%,0%,0%,"Woolbright, Nona L",
GC,1020,3,Comp Art & Cad Found,78%,9%,3%,0%,6%,0%,0%,3%,"Woolbright, Nona L",
GC,1020,4,Comp Art & Cad Found,41%,41%,9%,0%,9%,0%,0%,0%,"Jones, Carol D",
GC,1030,1,G C I for Pkgsc,30%,55%,5%,5%,5%,0%,0%,0%,"Jacobs, John J",
GC,1040,1,Graphic Com I,68%,21%,9%,0%,2%,0%,0%,0%,"Edlein, Rebecca Suza",
GC,2070,1,Graphic Com II,50%,40%,9%,0%,0%,0%,0%,2%,"Rose, Patrick Gee",
GC,3400,1,Digital Img & Emedia,38%,51%,11%,0%,0%,0%,0%,0%,"Walker, Erica Black",
GC,4060,1,Pkg & Spec Prtg,84%,16%,0%,0%,0%,0%,0%,0%,"Cox, Kern T",
GC,4400,1,Commercial Printing,37%,63%,0%,0%,0%,0%,0%,0%,"Weisenmiller, Eric M",
GC,4400,2,Commercial Printing,35%,41%,18%,0%,6%,0%,0%,0%,"Weisenmiller, Eric M",
GC,4440,1,Current Dev in G C,30%,52%,15%,3%,0%,0%,0%,0%,"O'Hara, Liam Henry",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 53 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
GC,4460,1,Ink & Substrates,36%,52%,12%,0%,0%,0%,0%,0%,"O'Hara, Liam Henry",
GC,4460,2,Ink & Substrates,18%,73%,0%,0%,9%,0%,0%,0%,"O'Hara, Liam Henry",
GC,4480,1,Plan and Cont Print,37%,57%,7%,0%,0%,0%,0%,0%,"Leininger, John M",
GC,4510,4,Special Projects,64%,36%,0%,0%,0%,0%,0%,0%,"Walker, Erica Black",
GC,4900,230,G C Selected Topics,81%,6%,0%,0%,0%,0%,0%,13%,"Leininger, John M",
GEN,1030,1,Careers in Bioch/Gen,97%,2%,2%,0%,0%,0%,0%,0%,"Starr-Moss, Alison N",
GEN,3000,1,Fundamental Genetics,31%,36%,22%,6%,1%,0%,0%,5%,"Tsai, Kate Leanne Wi",
GEN,3020,1,Molecular & General Genetics,21%,30%,19%,9%,9%,0%,0%,12%,"Morris, James C",
GEN,3020,2,Molec & General Genetics (HON),62%,17%,14%,3%,0%,0%,0%,3%,"Morris, James C",H
GEN,3030,1,Mol Gen Genet Lab,69%,19%,13%,0%,0%,0%,0%,0%,"Morris, James C",
GEN,3030,2,Mol Gen Genet Lab,69%,19%,0%,0%,6%,0%,0%,6%,"Morris, James C",
GEN,3030,3,Mol Gen Genet Lab,50%,25%,25%,0%,0%,0%,0%,0%,"Liang, Haiying",
GEN,3030,4,Mol Gen Genet Lab,31%,63%,6%,0%,0%,0%,0%,0%,"Morris, James C",
GEN,4200,1,Molecular Genetics & Gene Reg,27%,42%,23%,4%,4%,0%,0%,0%,"Frugoli, Julia",
GEN,4210,2,Mol Gen Gene Reg Lab,80%,20%,0%,0%,0%,0%,0%,0%,"Frugoli, Julia",
GEN,4400,1,Bioinformatics,50%,35%,9%,3%,3%,0%,0%,0%,"Feltus, Frank Alexan",
GEN,4500,1,Comparative Genetics,65%,29%,6%,0%,0%,0%,0%,0%,"Clark, Leigh Anne",
GEOG,1010,1,Intro to Geography,18%,58%,23%,3%,0%,0%,0%,0%,"Smith, Christa A.",
GEOG,1030,1,World Regional Geog,77%,13%,3%,3%,3%,0%,0%,0%,"Howard, Lance Forres",
GEOG,1030,2,World Regional Geog,54%,27%,15%,5%,0%,0%,0%,0%,"Terry, William Churc",
GEOG,3060,1,Historical Geography,83%,8%,8%,0%,0%,0%,0%,0%,"Howard, Lance Forres",
GEOL,1010,1,Physical Geology,25%,31%,23%,13%,3%,0%,0%,6%,"Coulson, Alan B",
GEOL,1010,2,Physical Geology,22%,33%,24%,14%,3%,0%,0%,3%,"Coulson, Alan B",
GEOL,1010,3,Physical Geology,24%,33%,35%,7%,2%,0%,0%,0%,"Moysey, Stephen Mich",
GEOL,1030,1,Physical Geol Lab,56%,22%,22%,0%,0%,0%,0%,0%,"Coulson, Alan B",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 54 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
GEOL,1030,2,Physical Geol Lab,52%,39%,4%,0%,0%,0%,0%,4%,"Coulson, Alan B",
GEOL,1030,3,Physical Geol Lab,71%,13%,4%,8%,0%,0%,0%,4%,"Coulson, Alan B",
GEOL,1030,4,Physical Geol Lab,58%,42%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,6,Physical Geol Lab,92%,4%,0%,0%,0%,0%,0%,4%,"Coulson, Alan B",
GEOL,1030,7,Physical Geol Lab,68%,23%,9%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,8,Physical Geol Lab,83%,8%,4%,0%,4%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,9,Physical Geol Lab,55%,36%,5%,0%,0%,0%,0%,5%,"Coulson, Alan B",
GEOL,1030,10,Physical Geol Lab,33%,58%,0%,0%,0%,0%,0%,8%,"Coulson, Alan B",
GEOL,1030,11,Physical Geol Lab,75%,21%,0%,0%,4%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,12,Physical Geol Lab,42%,46%,8%,0%,0%,0%,0%,4%,"Coulson, Alan B",
GEOL,1120,1,Earth Resources,52%,30%,13%,2%,4%,0%,0%,0%,"Brame, Scott E",
GEOL,1140,400,Earth Resources Lab,90%,0%,5%,5%,0%,0%,0%,0%,"Brame, Scott E",
GEOL,2050,1,Mineralogy & Intro Petrology,20%,53%,20%,0%,7%,0%,0%,0%,"Coulson, Alan B",
GEOL,2070,1,Min & Intro Pet Lab,7%,53%,27%,7%,7%,0%,0%,0%,"Coulson, Alan B",
GEOL,2700,1,Sustainable Water,53%,40%,2%,2%,0%,0%,0%,2%,"Moysey, Stephen Mich",
GEOL,3000,1,Environmental Geol,49%,41%,6%,0%,2%,0%,0%,2%,"Brame, Scott E",
GEOL,3020,1,Structural Geology,7%,53%,27%,0%,0%,0%,0%,13%,"Castle, James W",
GEOL,4820,1,Groundwater & Contam Transport,25%,38%,13%,6%,6%,0%,0%,13%,"Murdoch, Lawrence C",
GEOL,8090,1,Subsurface Remed Mod,54%,23%,15%,0%,0%,0%,0%,8%,"Falta, Ronald W",
GER,1010,1,Elementary German,17%,17%,33%,11%,6%,0%,0%,17%,"Stoicea, Gabriela",
GER,1010,2,Elementary German,35%,18%,24%,6%,6%,0%,0%,12%,"Stoicea, Gabriela",
GER,1010,3,Elementary German,33%,28%,22%,0%,11%,0%,0%,6%,"Love, Gordon J.",
GER,1020,1,Elementary German,20%,27%,27%,7%,7%,0%,0%,13%,"Ferrell, J Lee",
GER,2010,1,Intermediate German,39%,28%,6%,11%,6%,0%,0%,11%,"King, Oswald Harris",
GER,2010,2,Intermediate German,28%,28%,17%,0%,11%,0%,0%,17%,"King, Oswald Harris",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 55 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
GER,2020,1,Intermediate German,12%,12%,29%,12%,12%,0%,0%,24%,"Schmidt, Johannes",
GER,2020,2,Intermediate German,0%,37%,32%,16%,5%,0%,0%,11%,"Schmidt, Johannes",
GER,3050,1,Ger Conv & Comp,47%,47%,7%,0%,0%,0%,0%,0%,"Ferrell, J Lee",
HCC,8310,1,Fundamentals of Hcc,85%,12%,2%,0%,0%,0%,0%,0%,"Daily, Shaundra B",
HCG,9050,400,Genom & Hlth Policy,64%,36%,0%,0%,0%,0%,0%,0%,"Wueste, Daniel E",
HEHD,4000,1,Intro Leadership Theor & Conc,89%,11%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
HEHD,4100,1,Lead Beh & Civic En,58%,42%,0%,0%,0%,0%,0%,0%,"Radford, Katelyn McC",
HEHD,8030,1,Ethical Leadership,83%,17%,0%,0%,0%,0%,0%,0%,"Barcelona, Robert Ja",
HEHD,8050,1,Yth Dev in Families,86%,10%,5%,0%,0%,0%,0%,0%,"Irmiter, Kevin",
HEHD,8060,230,Diverse Society,87%,13%,0%,0%,0%,0%,0%,0%,"Diem, Keith George",
HIST,1010,1,Hist of the U S,16%,44%,28%,5%,7%,0%,0%,0%,"Jeffries, James Brad",
HIST,1020,2,Hist of the U S,32%,34%,21%,0%,0%,0%,0%,13%,"Morey, Maribel",
HIST,1220,1,"Hist, Tech & Society",35%,45%,20%,0%,0%,0%,0%,0%,"Clark, Henry C",
HIST,1240,1,Environmental Hist,30%,35%,18%,2%,3%,0%,0%,13%,"Jeffries, James Brad",
HIST,1720,1,The West and the World I,31%,44%,17%,6%,0%,0%,0%,3%,"Clark, Henry C",
HIST,1720,2,The West and the World I,18%,38%,25%,8%,2%,0%,0%,10%,"Marks, Steven G",
HIST,1720,3,The West and the World I,31%,62%,8%,0%,0%,0%,0%,0%,"Wood, Emily K",
HIST,1730,1,The West and the World II,19%,30%,20%,3%,8%,0%,0%,21%,"Saunders, Richard L",
HIST,1730,2,The West and the World II,32%,24%,18%,2%,13%,0%,0%,11%,"Grubb, C Alan",
HIST,2990,1,Historian's Craft,50%,30%,5%,5%,10%,0%,0%,0%,"Silvestri, Michael S",
HIST,2990,2,Historian's Craft,42%,37%,16%,0%,0%,0%,0%,5%,"Carney, Elizabeth D",
HIST,2990,3,Historian's Craft,63%,32%,0%,0%,0%,0%,0%,5%,"Moore, Rachel Anne",
HIST,3040,1,Indus & Progr Era,58%,27%,12%,0%,0%,0%,0%,3%,"Grant, H Roger",
HIST,3100,1,History of Religion in the US,15%,62%,15%,0%,8%,0%,0%,0%,"Jeffries, James Brad",
HIST,3200,1,History of US Education,30%,50%,10%,0%,0%,0%,0%,10%,"Green, Robert P",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 56 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HIST,3240,1,Hist of the South II,36%,46%,13%,3%,0%,0%,0%,3%,"Andrew, John R",
HIST,3280,1,Us Legal to 1890,23%,33%,28%,0%,0%,0%,0%,18%,"Morey, Maribel",
HIST,3330,1,Hist of Mod Japan,16%,59%,13%,9%,0%,0%,0%,3%,"Moise, Edwin E",
HIST,3410,1,Modern Mexico,43%,53%,3%,3%,0%,0%,0%,0%,"Moore, Rachel Anne",
HIST,3540,1,Greek World,30%,48%,15%,0%,0%,0%,0%,8%,"Carney, Elizabeth D",
HIST,3630,1,Britain Since 1688,39%,42%,11%,8%,0%,0%,0%,0%,"Barczewski, Stephani",
HIST,3810,1,Germany Since 1918,16%,35%,24%,5%,16%,0%,0%,3%,"Meng, Michael L",
HIST,3900,1,Mod Mil Hist,13%,33%,27%,10%,10%,0%,0%,7%,"Moise, Edwin E",
HIST,3920,1,Hist U S Environment,19%,32%,22%,11%,11%,0%,0%,5%,"Mack, Pamela E",
HIST,4000,1,Lincoln & Carolinians,35%,23%,8%,15%,8%,0%,0%,12%,"Anderson, Paul Chris",
HIST,4140,1,Study of Hist Museum,40%,60%,0%,0%,0%,0%,0%,0%,"Taylor-Shockley, Meg",
HIST,4600,1,British India,40%,30%,0%,10%,10%,0%,0%,10%,"Silvestri, Michael S",
HIST,4700,1,Medieval Church,54%,38%,8%,0%,0%,0%,0%,0%,"Wood, Emily K",
HIST,4870,1,World War II,32%,34%,17%,2%,11%,0%,0%,4%,"Saunders, Richard L",
HIST,4900,1,World of Downton Abbey,42%,50%,0%,0%,8%,0%,0%,0%,"Barczewski, Stephani",
HIST,4900,2,Capitalism,44%,28%,11%,6%,11%,0%,0%,0%,"Marks, Steven G",
HIST,4930,1,AF AM & Sports,24%,48%,24%,5%,0%,0%,0%,0%,"Bartley, Abel A",
HLTH,2020,1,Intro Public Hlth,68%,21%,11%,0%,0%,0%,0%,0%,"Welsh, Ralph Stewart",
HLTH,2020,2,Intro Public Hlth,42%,47%,5%,0%,0%,0%,0%,5%,"Welsh, Ralph Stewart",
HLTH,2020,3,Intro Public Hlth,32%,63%,5%,0%,0%,0%,0%,0%,"Welsh, Ralph Stewart",
HLTH,2020,4,Intro Public Hlth,42%,42%,14%,3%,0%,0%,0%,0%,"Kingree, Jeffrey B",
HLTH,2020,5,Intro Public Hlth,64%,31%,6%,0%,0%,0%,0%,0%,"Kingree, Jeffrey B",
HLTH,2020,6,Intro Public Hlth,70%,10%,5%,0%,10%,0%,0%,5%,"Welsh, Ralph Stewart",
HLTH,2030,1,Health Care Sys,67%,23%,10%,0%,0%,0%,0%,0%,"Albury-Crandall, Son",
HLTH,2030,2,Health Care Sys,71%,25%,4%,0%,0%,0%,0%,0%,"Crandall, Lee Alden",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 57 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HLTH,2400,1,Deter of Hlth Behav,45%,42%,6%,3%,3%,0%,0%,0%,"Griffin, Sarah F",
HLTH,2400,2,Deter of Hlth Behav,50%,35%,8%,4%,0%,0%,0%,4%,"Griffin, Sarah F",
HLTH,2980,1,Human Hlth & Disease,70%,28%,3%,0%,0%,0%,0%,0%,"Falta, Deborah Alma",
HLTH,2980,2,Human Hlth & Disease,58%,40%,0%,0%,0%,0%,0%,3%,"Falta, Deborah Alma",
HLTH,3030,1,Public Health Comm,73%,23%,5%,0%,0%,0%,0%,0%,"Charles, Debra Mitch",
HLTH,3400,1,Hlth Prom Prog Plan,50%,29%,11%,7%,4%,0%,0%,0%,"Williams, Joel Edwar",
HLTH,3610,1,Int Health Care Econ,83%,17%,0%,0%,0%,0%,0%,0%,"Hughes, David Wheele",
HLTH,3800,1,Epidemiology,13%,55%,23%,2%,0%,0%,0%,6%,"Spitler, Hugh D",
HLTH,3800,2,Epidemiology,20%,53%,27%,0%,0%,0%,0%,0%,"Spitler, Hugh D",
HLTH,3800,400,Epidemiology,36%,36%,18%,9%,0%,0%,0%,0%,"Falta, Deborah Alma",
HLTH,3980,2,Hlth Appraisal Sklls,64%,36%,0%,0%,0%,0%,0%,0%,"Meyer, Kathleen M",
HLTH,4150,1,Obesity & Eating Dis,51%,28%,21%,0%,0%,0%,0%,0%,"Kemper, Karen A",
HLTH,4190,1,Health Sci Internship Prep Sem,42%,37%,16%,3%,3%,0%,0%,0%,"Meyer, Kathleen M",
HLTH,4200,1,Hlth Science Intern,63%,33%,4%,0%,0%,0%,0%,0%,"Meyer, Kathleen M",
HLTH,4400,1,Manag Hlth Serv Org,56%,28%,15%,0%,0%,0%,0%,0%,"Sherrill, Windsor We",
HLTH,4700,1,International Health,48%,42%,10%,0%,0%,0%,0%,0%,"Mayo, Rachel M",
HLTH,4750,1,Hlthcr Oper Mgmt Res,90%,10%,0%,0%,0%,0%,0%,0%,"Shi, Lu",
HLTH,4900,1,Res Eval St Pub Hlth,46%,32%,16%,6%,0%,0%,0%,0%,"Truong, Khoa Dang",
HLTH,4900,2,Res Eval St Pub Hlth,36%,24%,24%,8%,4%,0%,0%,4%,"Truong, Khoa Dang",
HLTH,4970,9,CI in Public Hlth,73%,20%,0%,0%,0%,0%,0%,7%,"DiSabatino, Gail A",
HON,1900,1,Educating Humanity (HON),85%,15%,0%,0%,0%,0%,0%,0%,"Schmidt, Johannes",H
HON,1940,1,Scientific Skepticism (HON),80%,20%,0%,0%,0%,0%,0%,0%,"Appling, Jeffrey R",H
HON,2020,1,Law/Politics and Terror (HON),88%,13%,0%,0%,0%,0%,0%,0%,"Lasser, William",H
HON,2200,2,Holocaust: Hist/Memory (HON),47%,40%,13%,0%,0%,0%,0%,0%,"Meng, Michael L",H
HON,2210,1,Weird Fictions (HON),56%,44%,0%,0%,0%,0%,0%,0%,"Love, Gordon J.",H
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 58 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
HON,2210,2,The Truth the Dead Know (HON),53%,47%,0%,0%,0%,0%,0%,0%,"Paul, Catherine E",H
HON,2210,3,Between Nightmare/Dream (HON),59%,35%,0%,0%,0%,0%,0%,6%,"Skrodzka, Agnieszka",H
HON,2220,1,"The Abyss: Terror, Death (HON)",23%,62%,0%,0%,0%,0%,0%,15%,"Pearce, Colin",H
HORT,1010,1,Horticulture,61%,30%,7%,0%,2%,0%,0%,0%,"Vincent, Ellen Anita",
HORT,2100,1,Growing Fall Plants,14%,45%,31%,7%,0%,0%,0%,3%,"Faust, James Emerson",
HORT,2120,1,Turfgrass Culture,25%,53%,18%,4%,0%,0%,0%,2%,"Liu, Haibo",
HORT,3030,1,Landscape Plants,22%,29%,22%,13%,9%,0%,0%,5%,"Polomski, Robert F",
HORT,3080,1,Sust Landscape Des,57%,17%,6%,6%,0%,0%,0%,14%,"Vincent, Ellen Anita",
HORT,3090,1,Sust Landsc Des Lab,85%,8%,0%,0%,0%,0%,0%,8%,"Vincent, Ellen Anita",
HORT,4090,1,Senior Capstone Course,63%,21%,5%,11%,0%,0%,0%,0%,"Vincent, Ellen Anita",
HORT,4120,1,Adv Turfgrass Mgt,42%,42%,0%,0%,8%,0%,0%,8%,"McCarty, Lambert B",
HORT,4550,1,Just Fruits,26%,52%,13%,4%,0%,0%,0%,4%,"Reighard, Gregory L",
HP,6110,400,Research in H P,80%,13%,7%,0%,0%,0%,0%,0%,"Pemberton, Katherine",
HP,6120,1,Historic Construct,67%,33%,0%,0%,0%,0%,0%,0%,"King, Kristopher B",
HP,8030,1,Adv Materials/Meth,85%,8%,8%,0%,0%,0%,0%,0%,"Leifeste, Amalia T",
