Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,2110,5,Elec Engr Lab I,90%,0%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,2110,8,Elec Engr Lab I,84%,11%,0%,0%,5%,0%,0%,0%,"Burg, Timothy C",
ECE,2110,9,Elec Engr Lab I,89%,11%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,2220,1,Syst Prog Concept,15%,32%,21%,9%,15%,0%,0%,9%,"Russell, Harlan B",
ECE,2230,1,Comp Sys Eng,22%,37%,20%,7%,12%,0%,0%,2%,"Russell, Harlan B",
ECE,2620,1,Elec Circuits II,37%,30%,22%,7%,4%,0%,0%,0%,"Kapadia, Apoorva Dee",
ECE,2720,1,Comp Organization,9%,38%,28%,15%,11%,0%,0%,0%,"Reid, William J",
ECE,2730,1,Computer Org Lab,21%,29%,29%,7%,14%,0%,0%,0%,"Burg, Timothy C",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 30 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,2730,2,Computer Org Lab,44%,19%,13%,0%,19%,0%,0%,6%,"Burg, Timothy C",
ECE,2730,3,Computer Org Lab,38%,46%,8%,0%,8%,0%,0%,0%,"Burg, Timothy C",
ECE,3070,1,Basic Elect Engr,75%,14%,8%,2%,0%,0%,0%,1%,"Kim, Sung-O",
ECE,3070,2,Basic Elect Engr,16%,21%,24%,26%,11%,0%,0%,3%,"Martin, Anthony Q",
ECE,3070,4,Basic Elect Engr,67%,17%,10%,6%,0%,0%,0%,0%,"Dong, Liang",
ECE,3090,4,Electrical Engineering Lab I,90%,10%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3090,5,Electrical Engineering Lab I,90%,5%,0%,0%,5%,0%,0%,0%,"Burg, Timothy C",
ECE,3090,6,Electrical Engineering Lab I,90%,10%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3090,8,Electrical Engineering Lab I,88%,0%,0%,0%,6%,0%,0%,6%,"Burg, Timothy C",
ECE,3090,9,Electrical Engineering Lab I,90%,5%,0%,0%,0%,0%,0%,5%,"Burg, Timothy C",
ECE,3090,10,Electrical Engineering Lab I,69%,13%,0%,0%,13%,0%,0%,6%,"Burg, Timothy C",
ECE,3110,2,Electrical Engineering Lab III,75%,19%,0%,6%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3110,3,Electrical Engineering Lab III,81%,13%,0%,0%,0%,0%,0%,6%,"Burg, Timothy C",
ECE,3110,4,Electrical Engineering Lab III,73%,18%,0%,0%,0%,0%,0%,9%,"Burg, Timothy C",
ECE,3110,5,Electrical Engineering Lab III,67%,27%,7%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3110,7,Electrical Engineering Lab III,73%,9%,0%,0%,9%,0%,0%,9%,"Burg, Timothy C",
ECE,3120,1,Electrical Engineering Lab IV,82%,12%,6%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3120,2,Electrical Engineering Lab IV,62%,31%,8%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3170,1,Rand Signal Analysis,31%,26%,20%,17%,5%,0%,0%,2%,"Hubbard, Stephen J",
ECE,3200,1,Electronics I,26%,36%,19%,9%,6%,0%,0%,5%,"Hubbard, Stephen J",
ECE,3200,2,Electronics I (HON),69%,13%,6%,13%,0%,0%,0%,0%,"Hubbard, Stephen J",H
ECE,3210,1,Electronics II,19%,42%,26%,6%,6%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3220,1,Intro Operating Sys,23%,23%,23%,8%,8%,0%,0%,15%,"Smotherman, Mark K",
ECE,3270,1,Dig Comp Design,10%,25%,30%,20%,5%,0%,0%,10%,"Smith, Melissa Crawl",
ECE,3300,1,Signals & Systems,14%,25%,33%,22%,5%,0%,0%,1%,"Baum, Carl W",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 31 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,3300,2,Signals & Systems (HON),68%,32%,0%,0%,0%,0%,0%,0%,"Noneaker, Daniel L",H
ECE,3520,1,Programming Systems,28%,44%,17%,0%,0%,0%,0%,11%,"Schalkoff, Robert J",
ECE,3600,1,Elect Power Engr,27%,31%,19%,8%,8%,0%,0%,6%,"Hadidi, Ramtin",
ECE,3710,1,Microcontr Interface,42%,27%,19%,8%,3%,0%,0%,2%,"Reid, William J",
ECE,3720,1,Micro Int Lab,83%,17%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3800,1,Electromagnetics,17%,14%,23%,19%,22%,0%,0%,5%,"Martin, Anthony Q",
ECE,3810,1,Field Waves & Ckts,49%,32%,11%,3%,3%,0%,0%,3%,"Xu, Xiao-bang",
ECE,4040,1,Semicond Devices,44%,19%,31%,0%,6%,0%,0%,0%,"Harrell, William R",
ECE,4090,1,Cont & Discrete Sys,83%,10%,6%,1%,0%,0%,0%,0%,"Walker, Ian D",
ECE,4180,1,Power Syst Analysis,50%,15%,23%,8%,0%,0%,0%,4%,"Makram, Elham B",
ECE,4270,1,Communications Sys,28%,22%,33%,13%,0%,0%,0%,4%,"Baum, Carl W",
ECE,4420,1,Knowledge Engr,46%,38%,13%,0%,0%,0%,0%,4%,"Schalkoff, Robert J",
ECE,4490,1,Comp Ntwrk Security,63%,5%,0%,0%,5%,0%,0%,26%,"Brooks, Richard R",
ECE,4610,1,Fundamentals of Solar Energy,67%,30%,3%,0%,0%,0%,0%,0%,"Singh, Rajendra",
ECE,4670,1,Intro to Dig Sig Pro,38%,15%,15%,0%,0%,0%,0%,31%,"Gowdy, John N",
ECE,4730,1,Intro Parallel Sys,10%,40%,20%,20%,10%,0%,0%,0%,"Ligon, Walter B",
ECE,4950,1,Int Sys Design I,79%,21%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,4960,1,Int Sys Design II,70%,30%,0%,0%,0%,0%,0%,0%,"Groff, Richard E",
ECE,6040,1,Semicond Devices,78%,11%,0%,0%,11%,0%,0%,0%,"Harrell, William R",
ECE,6180,1,Power Syst Analysis,33%,50%,0%,0%,17%,0%,0%,0%,"Makram, Elham B",
ECE,6290,1,Organiz of Compu,53%,41%,6%,0%,0%,0%,0%,0%,"Shen, Hai Ying",
ECE,6420,1,Knowledge Engr,57%,43%,0%,0%,0%,0%,0%,0%,"Schalkoff, Robert J",
ECE,6490,1,Comp Ntwrk Security,70%,0%,0%,0%,0%,0%,0%,30%,"Brooks, Richard R",
ECE,6670,1,Intro to Dig Sig Pro,60%,20%,0%,0%,0%,0%,0%,20%,"Gowdy, John N",
ECE,6730,1,Intro Parallel Sys,20%,20%,60%,0%,0%,0%,0%,0%,"Ligon, Walter B",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 32 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECE,8010,1,Analysis of Lin Sys,55%,36%,5%,0%,0%,0%,0%,5%,"Groff, Richard E",
ECE,8020,1,Elec Motor Cntl,50%,40%,0%,0%,10%,0%,0%,0%,"Corzine, Keith A",
ECE,8070,1,Comp Meth Pwr Anal,60%,40%,0%,0%,0%,0%,0%,0%,"Venayagamoorthy, Gan",
ECE,8170,1,Power System Transients,55%,18%,9%,0%,0%,0%,0%,18%,"Hadidi, Ramtin",
ECE,8190,1,Detection & Estimation Theory,73%,27%,0%,0%,0%,0%,0%,0%,"Baum, Carl W",
ECE,8210,1,Digital Communication Sys II,40%,60%,0%,0%,0%,0%,0%,0%,"Pursley, Michael B",
ECE,8470,400,Digital Image Proc,63%,33%,0%,0%,0%,0%,0%,3%,"Birchfield, Stanley",
ECE,8540,1,Analysis Robot Sys,86%,10%,0%,0%,0%,0%,0%,5%,"Hoover, Adam W",
ECE,9910,32,Doctoral Dissertation Research,0%,0%,0%,0%,0%,64%,36%,0%,"Shen, Hai Ying",
ECON,2000,1,Economic Concepts,28%,30%,23%,8%,3%,0%,0%,10%,"Sonchak, Lyudmyla Ta",
ECON,2000,2,Economic Concepts,33%,40%,10%,10%,3%,0%,0%,5%,"Sonchak, Lyudmyla Ta",
ECON,2000,3,Economic Concepts,38%,38%,18%,3%,3%,0%,0%,3%,"Ivankovic, Miren",
ECON,2110,1,Principles of Microeconomics,5%,26%,47%,11%,0%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,2,Principles of Microeconomics,16%,42%,32%,5%,0%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,3,Principles of Microeconomics,11%,21%,37%,0%,21%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,4,Principles of Microeconomics,16%,32%,16%,16%,16%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,5,Principles of Microeconomics,32%,32%,16%,21%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,6,Principles of Microeconomics,11%,32%,42%,11%,5%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,7,Principles of Microeconomics,22%,33%,22%,17%,0%,0%,0%,6%,"Hanssen, Frederick A",
ECON,2110,8,Principles of Microeconomics,6%,33%,39%,11%,11%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,9,Principles of Microeconomics,17%,50%,28%,6%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,10,Principles of Microeconomics,12%,29%,47%,12%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,11,Principles of Microeconomics,22%,28%,22%,17%,0%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,12,Principles of Microeconomics,21%,42%,26%,0%,0%,0%,0%,11%,"Hanssen, Frederick A",
ECON,2110,13,Principles of Microeconomics,5%,42%,37%,11%,5%,0%,0%,0%,"Hanssen, Frederick A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 33 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2110,14,Principles of Microeconomics,11%,56%,22%,6%,0%,0%,0%,6%,"Hanssen, Frederick A",
ECON,2110,15,Principles of Microeconomics,16%,26%,32%,11%,11%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,16,Principles of Microeconomics,32%,32%,32%,5%,0%,0%,0%,0%,"Hanssen, Frederick A",
ECON,2110,17,Principles of Microeconomics,16%,42%,16%,11%,11%,0%,0%,5%,"Hanssen, Frederick A",
ECON,2110,18,Principles of Microeconomics,17%,44%,33%,0%,0%,0%,0%,6%,"Hanssen, Frederick A",
ECON,2110,19,Principles of Microeconomics,26%,26%,16%,11%,5%,0%,0%,16%,"Hanssen, Frederick A",
ECON,2110,20,Principles of Microeconomics,27%,34%,23%,4%,7%,0%,0%,4%,"Millsap, Adam A",
ECON,2110,21,Principles of Microeconomics,20%,27%,35%,6%,2%,0%,0%,10%,"Sauer, Raymond D",
ECON,2110,22,Principles of Microeconomics,26%,28%,32%,12%,0%,0%,0%,2%,"Garg, Mallika",
ECON,2110,23,Principles of Microeconomics,28%,48%,13%,5%,5%,0%,0%,3%,"Liu, Meng",
ECON,2110,24,Principles of Microeconomics,24%,41%,19%,8%,3%,0%,0%,6%,"Bersak, Timothy Andr",
ECON,2110,25,Principles of Microeconomics,20%,40%,28%,3%,3%,0%,0%,8%,"Espey, Molly",
ECON,2110,26,Principles of Microeconomics,33%,33%,25%,3%,3%,0%,0%,5%,"Ivankovic, Miren",
ECON,2110,31,Principles of Microeconomics,30%,35%,25%,9%,1%,0%,0%,0%,"Burgdorf, Jacob E",
ECON,2110,32,Principles of Microeconomics,13%,40%,34%,0%,4%,0%,0%,9%,"Millsap, Adam A",
ECON,2110,33,Principles of Microeconomics,22%,44%,17%,6%,3%,0%,0%,8%,"Shippey, John Devin",
ECON,2110,34,Principles of Microeconomics,24%,32%,27%,12%,0%,0%,0%,5%,"Makela, Eric Peter",
ECON,2110,35,Principles of Microeconomics,18%,39%,32%,5%,5%,0%,0%,0%,"Castellon Chicas, Ce",
ECON,2110,36,Principles of Microecon (HON),64%,21%,0%,0%,0%,0%,0%,14%,"Warren, Patrick L",H
ECON,2110,37,Principles of Microecon (HON),63%,38%,0%,0%,0%,0%,0%,0%,"Fleck, Robert Kennet",H
ECON,2120,1,Principles of Macro,14%,10%,31%,12%,8%,0%,0%,25%,"Allen, Ralph Charles",
ECON,2120,2,Principles of Macro,30%,55%,9%,2%,0%,0%,0%,5%,"Swanson, Andew L",
ECON,2120,3,Principles of Macro,6%,20%,28%,11%,9%,0%,0%,26%,"Allen, Ralph Charles",
ECON,2120,4,Principles of Macro,29%,45%,20%,4%,1%,0%,0%,1%,"Gearhart, Richard S",
ECON,2120,5,Principles of Macro,29%,38%,18%,12%,3%,0%,0%,0%,"Sun, Yukun",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 34 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,2120,6,Principles of Macro,30%,40%,23%,3%,0%,0%,0%,3%,"Sun, Yukun",
ECON,2120,7,Principles of Macro,34%,34%,21%,3%,3%,0%,0%,3%,"Zanzalari, Danielle",
ECON,2120,8,Principles of Macro,18%,45%,21%,8%,2%,0%,0%,6%,"Anders, Anne",
ECON,3020,1,Money and Banking,34%,19%,28%,6%,6%,0%,0%,6%,"Zanzalari, Danielle",
ECON,3060,1,Managerial Economics,33%,42%,17%,0%,0%,0%,0%,8%,"Shippey, John Devin",
ECON,3100,1,International Econ,28%,43%,15%,3%,0%,0%,0%,13%,"Jerzmanowski, Michal",
ECON,3140,1,Intermediate Micro,18%,30%,30%,8%,8%,0%,0%,8%,"Fleck, Robert Kennet",
ECON,3140,2,Intermediate Micro,39%,32%,24%,3%,3%,0%,0%,0%,"Simon, Curtis J",
ECON,3140,3,Intermediate Micro,12%,48%,20%,6%,8%,0%,0%,6%,"Cvrcek, Tomas",
ECON,3150,1,Intermediate Macro,40%,38%,8%,0%,3%,3%,0%,10%,"Mityakov, Sergey Vla",
ECON,3150,2,Intermediate Macro,20%,30%,14%,5%,18%,0%,0%,14%,"Harris, Wesley R",
ECON,3190,1,Environmental Econ,17%,61%,14%,3%,3%,0%,0%,3%,"Espey, Molly",
ECON,3400,1,Behavioral Economics,46%,35%,8%,0%,3%,0%,0%,8%,"Wood, Daniel H",
ECON,3600,1,Public Choice,28%,43%,25%,0%,0%,0%,0%,5%,"Tollison, Robert Dew",
ECON,4010,1,Labor Mkt Analysis,33%,39%,11%,0%,0%,0%,0%,17%,"Lam, Chungsang",
ECON,4020,1,Law and Economics,34%,37%,21%,3%,3%,0%,0%,3%,"Bodenhorn, Howard Ne",
ECON,4040,1,Comp Econ Systems,19%,24%,38%,0%,10%,0%,0%,10%,"Litsukova-Bokar, Dar",
ECON,4050,1,Intro to Econometric,21%,21%,29%,7%,7%,0%,0%,14%,"Oliveira, JAQUELINE",
ECON,4050,2,Intro to Econometric,23%,8%,31%,15%,15%,0%,0%,8%,"Oliveira, JAQUELINE",
ECON,4050,4,Intro to Econometric,23%,38%,23%,15%,0%,0%,0%,0%,"Oliveira, JAQUELINE",
ECON,4100,1,Economic Development,18%,53%,0%,0%,29%,0%,0%,0%,"Tamura, Robert F",
ECON,4220,1,Monetary Economics,41%,53%,0%,0%,0%,0%,0%,6%,"Dwyer, Gerald P",
ECON,4230,1,Economics of Health,36%,39%,18%,4%,4%,0%,0%,0%,"Miller, Daniel Patri",
ECON,4240,1,Organization of Ind,16%,37%,26%,5%,11%,0%,0%,5%,"Miller, Daniel Patri",
ECON,4350,1,Family Economics,22%,65%,9%,0%,4%,0%,0%,0%,"Cvrcek, Tomas",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 35 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ECON,6100,1,Economic Development,63%,38%,0%,0%,0%,0%,0%,0%,"Tamura, Robert F",
ECON,6220,1,Monetary Economics,50%,38%,0%,0%,0%,0%,0%,13%,"Dwyer, Gerald P",
ECON,6230,1,Economics of Health,50%,50%,0%,0%,0%,0%,0%,0%,"Miller, Daniel Patri",
ECON,8010,1,Microeconomic Theory,26%,43%,22%,0%,9%,0%,0%,0%,"Dougan, William R",
ECON,8040,1,Applied Math Econ,26%,61%,0%,0%,0%,0%,0%,13%,"Simon, Curtis J",
ECON,8060,1,Econometrics I,35%,25%,20%,0%,15%,0%,0%,5%,"Wilson, Paul Wayne",
ECON,8080,1,Econometrics III,17%,42%,42%,0%,0%,0%,0%,0%,"Wilson, Paul Wayne",
ECON,8210,1,Public Choice,33%,67%,0%,0%,0%,0%,0%,0%,"Warren, Patrick L",
ECON,8230,1,Microecon Pub Pol,38%,46%,8%,0%,4%,0%,0%,4%,"Templeton, Scott R.",
ECON,8240,1,Org of Industry,71%,29%,0%,0%,0%,0%,0%,0%,"Lewis, Matthew S",
ECON,8250,1,Antitrust Economics,85%,15%,0%,0%,0%,0%,0%,0%,"Tollison, Robert Dew",
ECON,8550,1,Financial Economics,71%,7%,0%,0%,0%,0%,0%,21%,"Mityakov, Sergey Vla",
ECON,9500,2,Monetary Economics,56%,33%,0%,0%,0%,0%,0%,11%,"Dwyer, Gerald P",
ED,1050,1,Educ Orientation,78%,17%,0%,0%,6%,0%,0%,0%,"Womac, Patrick C",
ED,1050,3,Educ Orientation,89%,5%,5%,0%,0%,0%,0%,0%,"Womac, Patrick C",
ED,1050,4,Educ Orientation,76%,18%,0%,0%,0%,0%,0%,6%,"Womac, Patrick C",
ED,1050,5,Educ Orientation,84%,11%,0%,0%,5%,0%,0%,0%,"Tannebaum, Rory Phil",
ED,1050,6,Educ Orientation,89%,5%,5%,0%,0%,0%,0%,0%,"Tannebaum, Rory Phil",
ED,1050,7,Educ Orientation,84%,11%,0%,0%,0%,0%,0%,5%,"Tannebaum, Rory Phil",
ED,8380,506,Literacy Lessons for Individua,50%,50%,0%,0%,0%,0%,0%,0%,"Steadman, Vicki H",
ED,9010,1,Phil of Rsrch,67%,0%,0%,0%,17%,0%,0%,17%,"Farmer, Jennie Lynn",
EDC,3900,5,Skills for Stu Leads,80%,20%,0%,0%,0%,0%,0%,0%,"Price, Mary J",
EDC,8040,2,Theories Student Dev in Hi Ed,89%,11%,0%,0%,0%,0%,0%,0%,"Cawthon, Tony W",
EDC,8050,1,Clinical Mh Couns,89%,6%,0%,0%,0%,0%,0%,6%,"Scott, David A",
EDC,8140,1,Dev Counsel Skills,85%,0%,8%,0%,0%,0%,0%,8%,"Sackett, Corrine R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 36 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
EDC,8510,400,Leadership Sch Couns,89%,11%,0%,0%,0%,0%,0%,0%,"Milsom, Amy Sue",
EDEC,3000,1,Found Early Chld Ed,90%,5%,5%,0%,0%,0%,0%,0%,"Stegelin, Dolores An",
EDEL,3210,1,Pe for the Elem Tchr,50%,50%,0%,0%,0%,0%,0%,0%,"Smith, Deborah A",
EDEL,3210,2,Pe for the Elem Tchr,62%,34%,3%,0%,0%,0%,0%,0%,"Smith, Deborah A",
EDEL,4510,1,Elem Meth Sci Tchg,90%,5%,0%,0%,5%,0%,0%,0%,"Deaton, Cynthia Chri",
EDEL,4520,1,Elem Meth Math Tchg,67%,29%,0%,5%,0%,0%,0%,0%,"Tyminski, Andrew Mic",
EDEL,4870,1,Ele Meth Soc Studies,68%,27%,5%,0%,0%,0%,0%,0%,"Spearman, Melinda J",
EDEL,4870,2,Ele Meth Soc Studies,83%,11%,6%,0%,0%,0%,0%,0%,"Durham, Sheliah Gwyn",
EDF,3010,1,Prin of Am Ed,50%,33%,13%,0%,0%,0%,0%,5%,"Rosenblith, Suzanne",
EDF,3010,2,Prin of Am Ed,47%,50%,3%,0%,0%,0%,0%,0%,"Green, Robert P",
EDF,3010,4,Principles of American Educat,71%,25%,0%,0%,4%,0%,0%,0%,"Bindewald, Benjamin",
EDF,3020,1,Educ Psych,83%,10%,3%,0%,0%,0%,0%,3%,"Qian, Meihua",
EDF,3020,2,Educ Psych,28%,34%,31%,7%,0%,0%,0%,0%,"Vargas, Penelope Mar",
EDF,3020,3,Educ Psych,87%,13%,0%,0%,0%,0%,0%,0%,"Switzer, Deborah M",
EDF,3080,1,Classroom Assessment,74%,22%,0%,0%,4%,0%,0%,0%,"Switzer, Deborah M",
EDF,3080,2,Classroom Assessment,89%,11%,0%,0%,0%,0%,0%,0%,"Switzer, Deborah M",
EDF,3150,2,Technology Skills for Learning,78%,11%,0%,6%,6%,0%,0%,0%,"Ring, Gail Lee Decke",
EDF,3200,1,History of US Education,60%,30%,0%,0%,10%,0%,0%,0%,"Green, Robert P",
EDF,3340,2,Child Growth and Dev,31%,66%,3%,0%,0%,0%,0%,0%,"Snider, Jeromy Blake",
EDF,3350,1,Adol Growth & Dev,53%,37%,5%,0%,0%,0%,0%,5%,"Barrett, David E",
EDF,3350,2,Adol Growth & Dev,44%,44%,3%,6%,3%,0%,0%,0%,"Barrett, David E",
EDF,4250,4,Inst Tech Strat,86%,5%,5%,0%,5%,0%,0%,0%,"Visser, Ryan D",
EDF,4250,6,Inst Tech Strat,85%,15%,0%,0%,0%,0%,0%,0%,"Visser, Ryan D",
EDF,4800,3,Digital Media & Learning,88%,8%,4%,0%,0%,0%,0%,0%,"Herro, Danielle Chri",
EDF,6900,1,Classroom Management,88%,0%,0%,0%,0%,0%,0%,12%,"Padilla, Michael Jam",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 37 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
EDF,8080,1,Ed Tests and Measure,15%,55%,20%,0%,0%,0%,0%,10%,"Vargas, Penelope Mar",
EDF,8710,1,Cultural Diversity in Educatio,56%,44%,0%,0%,0%,0%,0%,0%,"Cole, Mikel Walker",
EDF,9770,1,Research Meth in Education II,43%,14%,36%,0%,0%,0%,0%,7%,"Barrett, David E",
EDF,9790,1,Qualitative Research in Educ,70%,20%,0%,0%,0%,0%,0%,10%,"Spearman, Melinda J",
EDL,8200,1,Politics of Educ,78%,11%,0%,0%,11%,0%,0%,0%,"Satterfield, James W",
EDL,8550,1,App Res & Eval in He,92%,8%,0%,0%,0%,0%,0%,0%,"Stewart-Tillman, Ken",
EDL,9110,1,Systematic Inq Ed L,84%,11%,0%,0%,0%,0%,0%,5%,"Lindle, Jane C",
EDL,9770,1,Div Issues in Hi Ed,80%,0%,0%,0%,0%,0%,0%,20%,"Flowers, Lamont A.",
EDLT,4590,1,Teaching Reading Grades K-3,30%,70%,0%,0%,0%,0%,0%,0%,"McNair, Jonda Cecole",
EDLT,4600,1,Teaching Reading Grades 2-6,74%,26%,0%,0%,0%,0%,0%,0%,"Fullerton, Susan Kin",
EDLT,4610,1,Content Area Rdg: Grades :2-6,86%,14%,0%,0%,0%,0%,0%,0%,"Dunston, Pamela J",
EDLT,4980,1,Secondary Content Area Reading,70%,10%,20%,0%,0%,0%,0%,0%,"Martin, Corrie Leigh",
EDLT,4980,2,Secondary Content Area Reading,83%,8%,0%,0%,0%,0%,0%,8%,"Martin, Corrie Leigh",
EDLT,4980,4,Secondary Content Area Reading,54%,46%,0%,0%,0%,0%,0%,0%,"Wilder, Phillip Mich",
EDLT,8640,1,Teaching Secondary Sch Reading,82%,6%,0%,0%,0%,0%,0%,12%,"Martin, Corrie Leigh",
EDML,8130,1,Mid Grds Math Meth/Practicum,82%,18%,0%,0%,0%,0%,0%,0%,"Sinwell, Nicole Alai",
EDSC,2260,1,Pr Apprch to Sec Alg,52%,30%,9%,4%,4%,0%,0%,0%,"Horton, Robert M",
EDSC,4260,1,Tchng Sec Math,58%,33%,8%,0%,0%,0%,0%,0%,"Carter, Traci L",
EDSC,4270,1,Tchng Sec Science,70%,30%,0%,0%,0%,0%,0%,0%,"Marshall, Jeff C",
EDSC,8610,1,Mthds & Strt Secondary Science,77%,15%,0%,0%,0%,0%,0%,8%,"Cook, Michelle Patri",
EDSP,3700,2,Intro to Special Ed,79%,13%,3%,3%,3%,0%,0%,0%,"Huckabee, Sloan Smit",
EDSP,3700,3,Intro to Special Ed,69%,23%,4%,0%,0%,0%,0%,4%,"Parker, Wendell Kent",
EDSP,3700,4,Intro to Special Ed,85%,9%,3%,0%,0%,0%,0%,3%,"Ennis, Robin Parks",
EDSP,3720,1,Char & Instr Individ with LD,67%,25%,8%,0%,0%,0%,0%,0%,"Farmer, Jennie Lynn",
EDSP,3740,1,Char & Strat Emot/Behav Disord,75%,25%,0%,0%,0%,0%,0%,0%,"Ryan, Joseph Benedic",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 38 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
EDSP,4920,1,Math Inst Ind W/Dis,67%,29%,5%,0%,0%,0%,0%,0%,"Griffith, Catherine",
EDSP,4930,1,Clsrm/Beh Mgmt Sp Ed,81%,14%,5%,0%,0%,0%,0%,0%,"Ryan, Joseph Benedic",
EDSP,4940,1,Tchg Rdg Mild Dis,71%,14%,14%,0%,0%,0%,0%,0%,"Mackiewicz, Sara Moo",
