Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,1500,4,Intro to Human Communic,83%,5%,3%,2%,3%,0%,0%,3%,0%,0%,0%,0%,"Glaser, Marianne",
,,,,,,,,,,,,,,,,Herr,
COM,1500,5,Intro to Human Communic,84%,8%,3%,1%,1%,0%,0%,3%,0%,0%,0%,0%,"Glaser, Marianne",
,,,,,,,,,,,,,,,,Herr,
COM,1500,6,Intro to Human Communic,81%,13%,2%,1%,1%,0%,0%,2%,0%,0%,0%,0%,"Glaser, Marianne",
,,,,,,,,,,,,,,,,Herr,
COM,1500,7,Intro to Human Communic,78%,14%,5%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,2010,1,Intr to Comm Studies,51%,40%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2010,2,Intr to Comm Studies,64%,21%,12%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2020,1,Communication Theory,44%,39%,6%,6%,0%,0%,0%,6%,0%,0%,0%,0%,"Linvill, Darren L",
COM,2020,2,Communication Theory,78%,11%,6%,0%,0%,0%,0%,0%,6%,0%,0%,0%,"Okamoto, Kristen",
,,,,,,,,,,,,,,,,Elaine,
COM,2500,1,Public Speaking,62%,33%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 36 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,3,Public Speaking,71%,14%,10%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2500,4,Public Speaking,81%,5%,5%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2500,6,Public Speaking,71%,19%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,7,Public Speaking,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,8,Public Speaking,30%,50%,10%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,9,Public Speaking,45%,41%,9%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,10,Public Speaking,45%,45%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,11,Public Speaking,40%,45%,0%,5%,10%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,12,Public Speaking,79%,5%,0%,5%,0%,0%,0%,5%,5%,0%,0%,0%,"Hakim, Samuel David",
COM,2500,13,Public Speaking,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,14,Public Speaking,76%,14%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,15,Public Speaking,69%,13%,6%,0%,6%,0%,0%,0%,6%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,17,Public Speaking,62%,10%,5%,14%,5%,0%,0%,5%,0%,0%,0%,0%,"Taweh, Jumah",
,,,,,,,,,,,,,,,,Patricia,
COM,2500,18,Public Speaking,48%,14%,24%,10%,0%,0%,0%,5%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,19,Public Speaking,90%,0%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Taweh, Jumah",
,,,,,,,,,,,,,,,,Patricia,
COM,2500,20,Public Speaking,80%,15%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 37 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,21,Public Speaking,45%,25%,5%,5%,10%,0%,0%,10%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,22,Public Speaking,57%,33%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,23,Public Speaking,47%,37%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,24,Public Speaking,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alyssa",
,,,,,,,,,,,,,,,,Christine,
COM,2500,25,Public Speaking,75%,0%,6%,6%,6%,0%,0%,6%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,26,Public Speaking,67%,19%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,27,Public Speaking,65%,30%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,28,Public Speaking,90%,0%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2500,29,Public Speaking,71%,19%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Taweh, Jumah",
,,,,,,,,,,,,,,,,Patricia,
COM,2500,31,Public Speaking,57%,19%,19%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,2500,33,Public Speaking,43%,19%,10%,0%,19%,0%,0%,10%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,39,Public Speaking (HON),95%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Taweh, Jumah",H
,,,,,,,,,,,,,,,,Patricia,
COM,2500,400,Public Speaking,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,401,Public Speaking,80%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,402,Public Speaking,79%,11%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,3120,1,Technical Video Prod/Post-,68%,27%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Rodgers, Michael E.",
COM,3230,1,Social Media Analytics,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Henderson, William",
,,,,,,,,,,,,,,,,Joseph,
COM,3240,1,"Communication, Sport & S",79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hakim, Samuel David",
COM,3240,2,"Communication, Sport & S",79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hakim, Samuel David",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 38 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,3260,1,Pr in Sports,69%,21%,3%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Boatwright, Brandon",
,,,,,,,,,,,,,,,,Carl,
COM,3310,1,Media Communication,88%,8%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
COM,3420,1,Producing Newscasts,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Johnson, Wanda A",
COM,3480,1,Interpersonal Comm,69%,27%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COM,3550,1,Principles of Public Relatio,60%,24%,4%,4%,0%,0%,0%,8%,0%,0%,0%,0%,"Morehouse, Jordan",
,,,,,,,,,,,,,,,,Leigh,
COM,3560,1,Crisis Communication,50%,30%,15%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Pyle, Andrew",
,,,,,,,,,,,,,,,,Stephen,
COM,3570,1,Public Relations Writing,33%,48%,14%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Morehouse, Jordan",
,,,,,,,,,,,,,,,,Leigh,
COM,3580,1,PR for Assoc & Nonprofits,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Virginia",
,,,,,,,,,,,,,,,,Susan,
COM,3650,1,Critical-Cultural Comm,64%,18%,9%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
COM,3820,1,Health Comm in Communi,32%,40%,16%,4%,0%,0%,0%,4%,4%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COM,3840,1,Comm in Health Organizati,74%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Okamoto, Kristen",
,,,,,,,,,,,,,,,,Elaine,
COM,4260,1,Social Media and Sports Co,80%,13%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Boatwright, Brandon",
,,,,,,,,,,,,,,,,Carl,
COM,4280,1,Interpers/Family Comm &,38%,58%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,"Cranmer, Gregory",
,,,,,,,,,,,,,,,,Keith,
COM,4900,1,Communication Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,4980,1,Academic & Professional D,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,8100,1,Quantitative Research Met,56%,38%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Cranmer, Gregory",
,,,,,,,,,,,,,,,,Keith,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 39 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,8200,1,Foundations of Communic,89%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,8220,1,Sports Media,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Denham, Bryan E.",
COM,8230,1,Digital Communication,89%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COOP,1010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1030,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,6020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Burton, O'Neil B",
CPSC,1010,10,Computer Science I,30%,43%,9%,2%,4%,0%,0%,11%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,1010,20,Computer Science I,22%,43%,17%,3%,7%,0%,0%,5%,2%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,1010,30,Computer Science I,15%,29%,25%,7%,2%,0%,0%,22%,0%,0%,0%,0%,"Smotherman, Mark K",
CPSC,1020,10,Computer Science II,11%,23%,25%,11%,13%,0%,0%,17%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,1060,10,Intro to Programming in Ja,20%,27%,13%,2%,22%,0%,0%,17%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,1060,20,Intro to Programming in Ja,15%,31%,20%,20%,5%,0%,0%,7%,2%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,1070,10,Programming Methodolog,26%,30%,24%,1%,7%,0%,0%,12%,0%,0%,0%,0%,"Plaue, Christopher M",
CPSC,1110,1,Intro to Programming in C,56%,18%,16%,2%,5%,0%,0%,2%,0%,0%,0%,0%,"Adkins, Alexandra",
CPSC,1110,2,Intro to Programming in C,67%,18%,4%,8%,0%,0%,0%,4%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,1110,3,Intro to Programming in C,41%,24%,17%,4%,4%,0%,0%,9%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,1210,1,Computational Thinking,48%,32%,16%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,1900,1,Teaching Assist Fundamen,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hedetniemi, Sandra",
,,,,,,,,,,,,,,,,M,
CPSC,2070,1,Discrete Structures,61%,23%,6%,5%,1%,0%,0%,5%,0%,0%,0%,0%,"Liu, Kai",
CPSC,2070,2,Discrete Structures,41%,30%,9%,0%,9%,0%,0%,11%,0%,0%,0%,0%,"Srimani, Pradip K.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 40 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,2120,1,Algs/Data Structures,61%,11%,14%,7%,5%,0%,0%,2%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,2,Algs/Data Structures,42%,37%,5%,0%,11%,0%,0%,5%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,3,Algs/Data Structures,40%,23%,10%,7%,13%,0%,0%,7%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,101,Algs/Data Structures,32%,36%,20%,4%,8%,0%,0%,0%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,2120,102,Algs/Data Structures,36%,16%,16%,4%,16%,0%,0%,12%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,2150,1,Software Dev Foundations,24%,21%,15%,6%,29%,0%,0%,6%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,2150,2,Software Dev Foundations,33%,30%,15%,3%,9%,0%,0%,9%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2150,3,Software Dev Foundations,22%,33%,10%,6%,16%,0%,0%,12%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2200,10,Problem Solving w/ Office,42%,36%,12%,0%,8%,0%,0%,2%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,2310,1,Intro Computer Org,17%,22%,24%,14%,15%,0%,0%,7%,2%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2310,2,Intro Computer Org,39%,18%,15%,5%,19%,0%,0%,3%,2%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2810,2,Sel Top: Softw Dev: Coder,48%,25%,18%,5%,3%,0%,0%,3%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,2910,1,Prof Issues I,81%,3%,10%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,2910,2,Prof Issues I,77%,17%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,2910,3,Prof Issues I,77%,13%,0%,3%,7%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,2920,1,"Computing, Ethics & Societ",58%,19%,6%,1%,10%,0%,0%,6%,0%,0%,0%,0%,"Brinkley, Julian",
,,,,,,,,,,,,,,,,Langston,
CPSC,3120,1,Design Analysis of Algorith,36%,30%,23%,2%,6%,0%,0%,4%,0%,0%,0%,0%,"Iuricich, Federico",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 41 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,3220,1,Intro to Operating Systems,65%,13%,9%,7%,5%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,3220,2,Intro to Operating Systems,12%,19%,14%,2%,16%,0%,0%,30%,7%,0%,0%,0%,"Sorber, Jacob M",
CPSC,3300,1,Computer Systems Org,57%,31%,0%,4%,2%,0%,0%,6%,0%,0%,0%,0%,"Zhang, Zhenkai",
CPSC,3300,2,Computer Systems Org,24%,55%,7%,5%,5%,0%,0%,5%,0%,0%,0%,0%,"Ge, Rong",
CPSC,3500,1,Foundations of Computer,68%,16%,8%,2%,4%,0%,0%,2%,0%,0%,0%,0%,"Hedetniemi, Sandra",
,,,,,,,,,,,,,,,,M,
CPSC,3520,1,Programming Systems,50%,29%,13%,0%,3%,0%,0%,5%,0%,0%,0%,0%,"Ligon, Walter B",
CPSC,3600,1,Network Programming,37%,35%,11%,3%,6%,0%,0%,3%,3%,0%,0%,0%,"Robb, Andrew C",
CPSC,3600,2,Network Programming,40%,31%,13%,6%,6%,0%,0%,2%,2%,0%,0%,0%,"Robb, Andrew C",
CPSC,3720,1,Software Engineering,44%,40%,10%,5%,0%,0%,0%,0%,2%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,3720,2,Software Engineering,75%,20%,2%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,3750,10,Web Application Develop,50%,27%,4%,4%,12%,0%,0%,0%,4%,0%,0%,0%,"Baker, Craig L",
CPSC,4030,1,Data Visualization,39%,18%,29%,4%,7%,0%,0%,4%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,4040,1,Cmptr Graphics Image,38%,21%,8%,0%,17%,0%,0%,17%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,4050,1,Computer Graphics,12%,29%,12%,6%,12%,0%,0%,29%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,4110,1,Virtual Reality Systems,32%,23%,27%,5%,14%,0%,0%,0%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,4120,1,Eye Tracking Methodology,15%,77%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4120,2,Eye Tracking Methodology,25%,50%,0%,0%,8%,0%,0%,0%,17%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4140,1,Human and Computer Inte,43%,47%,0%,3%,7%,0%,0%,0%,0%,0%,0%,0%,"McNeese, Nathaniel J",
CPSC,4160,1,2-D Game Engine Construc,46%,24%,12%,2%,12%,0%,0%,2%,0%,0%,0%,0%,"Zordan, Victor B",
CPSC,4180,1,Usable Privacy and Securit,65%,33%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,4200,1,Computer Security Principl,78%,15%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,4240,1,System Admin and Securit,68%,18%,12%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 42 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,4300,1,Applied Data Science,33%,19%,19%,5%,5%,0%,0%,19%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,4420,1,Artificial Intelligence,40%,27%,13%,7%,0%,0%,0%,13%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,4430,2,Machine Learning: Impl &,38%,8%,15%,0%,31%,0%,0%,8%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,4440,1,Cloud Computing Architect,36%,57%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,4440,2,Cloud Computing Architect,46%,54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,4620,1,Database Management Sys,26%,37%,24%,5%,5%,0%,0%,3%,0%,0%,0%,0%,"Wang, Zijun",
CPSC,4770,1,Distributed/Cluster Compu,27%,13%,20%,13%,13%,0%,0%,13%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,4780,1,Gen Purpose Computation,20%,27%,20%,0%,13%,0%,0%,20%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,4820,1,Special Topic: Design Think,47%,33%,14%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Ullmer, Brygg Anders",
CPSC,4890,1,Programming Team Semin,47%,12%,24%,0%,6%,0%,0%,0%,12%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,4910,1,Professional Issues II,42%,52%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,2,Professional Issues II,95%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,6030,1,Data Visualization,54%,38%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,6040,1,Cptr Graphics Image,71%,14%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,6050,1,Computer Graphics,0%,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,6110,1,Virtual Reality Systems,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,6140,1,Human and Computer Inte,29%,71%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McNeese, Nathaniel J",
CPSC,6190,1,Physical Modeling & Anim,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yang, Yin",
CPSC,6200,1,Computer Security Principl,63%,25%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,6240,1,System Admin and Securit,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,6420,1,Artificial Intelligence,67%,25%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,6430,2,Machine Learning: Impl &,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,6440,1,Cloud Computing Architect,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 43 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,6620,1,Database Management Sys,33%,33%,25%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Wang, Zijun",
CPSC,6770,1,Distributed/Cluster Compu,64%,36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,6780,1,Gen Purpose Computation,44%,44%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,6810,1,MSCS Ready: Module 1,70%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6810,2,MSCS Ready: Module 2,18%,9%,0%,0%,0%,0%,0%,0%,73%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,8200,1,Parallel Architechture,65%,17%,4%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Ge, Rong",
CPSC,8380,1,Adv Data Structures,33%,33%,0%,0%,8%,0%,0%,25%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,8420,1,Advanced Machine Learnin,68%,19%,3%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Luo, Feng",
CPSC,8510,1,Soft Sys Data Comm,39%,50%,0%,0%,0%,0%,0%,6%,6%,0%,0%,0%,"Martin, James J",
CPSC,8580,1,Security in Emerging Syste,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,9500,1,Sel Top:SoC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,9500,4,Visual Computing Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
